cardRef,state,brandCode,holderNameRaw,balanceTxt,currencyCode,internationalFlag,expiryTxt,cvvTxt,pinTxt,maxDailyTxTxt,maxTxAmountTxt,issuingCountryCode,notesRaw,providerCode,providerFeePctTxt,providerDailyLimitTxt,providerPriorityTxt,providerState,providerCountry,txKind,txAmountTxt,txRequestRef
VC-11834,A,05,USER 11834,"7346,36",EUR,Y,06/29,223,1993,5,"380,71",ES,Legacy note 11834,SQUARE,1.41,4566,4,A,Portugal,P,"6998,78",86238c72-cb1d-433d-8cb8-0abeaac21a28
VC-11835,B,05,USER 11835,"2925,58",EUR,N,01/32,989,3624,16,"1865,43",FR,Legacy note 11835,STRIPE,0.78,17691,1,B,USA,T,"3214,25",fa75b834-6d31-465c-8773-7009e7692ab9
VC-11836,B,05,USER 11836,"4925,82",USD,Y,01/33,133,4081,32,"2498,55",PT,Legacy note 11836,SQUARE,0.67,1981,4,A,Portugal,C,"9103,12",a3ed67e2-d698-4349-90d3-de2d18204d16
VC-11837,A,03,USER 11837,"1287,94",USD,Y,03/34,813,6518,39,"3665,51",ES,Legacy note 11837,PAYPAL,2.22,10107,2,B,USA,C,"861,89",e76c4d06-dd51-4d7c-a902-4dfa4a30df02
VC-11838,B,05,USER 11838,"6189,65",USD,Y,03/30,838,7923,40,"4036,09",PT,Legacy note 11838,ADYEN,3.18,19805,1,A,France,C,"2358,23",5dce4383-0d35-4dce-8d1d-72f1ce3cad68
VC-11839,B,04,USER 11839,"3503,72",BRL,N,04/32,660,1175,46,"721,61",PT,Legacy note 11839,SQUARE,3.25,9559,5,A,Portugal,T,"2780,86",98a24af9-ce71-4539-b514-b80a20ba7662
VC-11840,B,04,USER 11840,"8396,26",EUR,Y,07/29,422,2537,16,"4056,40",BR,Legacy note 11840,SQUARE,2.21,18955,4,A,Brazil,T,"9119,62",6c48c200-99b8-4e4e-a60e-b8a79169a0ea
VC-11841,A,01,USER 11841,"9723,58",EUR,Y,04/35,814,2179,37,"1608,74",PT,Legacy note 11841,PAYPAL,3.27,6336,5,A,France,C,"4864,34",d1a8baa6-bf12-4c24-84b3-18f0c6f33712
VC-11842,A,03,USER 11842,"3477,44",USD,Y,10/30,479,4047,1,"1383,27",PT,Legacy note 11842,ADYEN,2.71,17169,5,B,USA,C,"8185,82",591c631f-f440-41aa-b566-0f060564bb5f
VC-11843,B,03,USER 11843,"6442,47",EUR,N,08/34,276,1887,39,"4554,51",US,Legacy note 11843,SQUARE,0.61,13879,4,B,Portugal,C,"2915,58",274db148-269b-4ccc-99a5-93fe70ae93d8
VC-11844,A,02,USER 11844,"2666,12",EUR,N,01/27,471,3171,26,"3692,05",ES,Legacy note 11844,STRIPE,4.14,9176,2,B,France,P,"8385,71",a6176dee-4838-46f6-97b6-936b80b17a20
VC-11845,B,02,USER 11845,"7901,12",EUR,Y,12/31,279,7968,39,"2877,01",US,Legacy note 11845,SQUARE,0.51,5308,4,B,France,T,"5618,90",3a9ba893-501f-4c2c-b0ef-3866ddc34cef
VC-11846,A,03,USER 11846,"2402,51",USD,N,11/26,129,4933,20,"2687,40",US,Legacy note 11846,STRIPE,3.99,2992,2,B,USA,T,"2031,17",9e41a3ef-db16-42a9-8b06-9455b8dca469
VC-11847,A,05,USER 11847,"1291,19",BRL,N,02/32,369,1418,50,"3832,21",ES,Legacy note 11847,ADYEN,0.77,4426,3,B,Portugal,C,"1580,93",dc6ce6fd-c6d8-46d9-8b2e-a879865dcb36
VC-11848,B,02,USER 11848,"3865,68",BRL,Y,12/29,440,6683,32,"694,73",BR,Legacy note 11848,ADYEN,2.44,8580,3,B,USA,T,"9706,82",79f2733a-5ddd-45a4-8733-f05b3c70c065
VC-11849,B,02,USER 11849,"3189,06",EUR,Y,05/34,558,2447,40,"4315,80",ES,Legacy note 11849,SQUARE,4.44,14324,5,B,Portugal,T,"5964,44",43ffa323-83f3-4d12-8b33-40c0585e0964
VC-11850,A,03,USER 11850,"3882,17",EUR,Y,03/28,319,5368,9,"1088,84",ES,Legacy note 11850,ADYEN,0.70,826,1,A,Brazil,C,"6946,96",53462d28-2e10-4108-9e5d-96633488b95e
VC-11851,A,02,USER 11851,"3339,97",BRL,Y,09/30,971,8257,11,"1477,33",FR,Legacy note 11851,SQUARE,2.90,8262,2,A,Spain,T,"7534,03",11460128-e9f2-4b70-8c51-a4e3364fd182
VC-11852,A,03,USER 11852,"2185,57",USD,N,08/31,100,4253,9,"387,74",FR,Legacy note 11852,STRIPE,3.56,5626,2,A,Spain,T,"9837,01",586b264f-acca-4d0f-908a-c21ce2f37a4c
VC-11853,A,02,USER 11853,"7642,15",USD,Y,01/34,402,1217,1,"1346,89",BR,Legacy note 11853,PAYPAL,1.17,8631,3,B,Portugal,P,"5446,82",7b0f25b5-30a2-4069-946c-f54101edcd0e
VC-11854,B,05,USER 11854,"9795,64",BRL,N,11/35,903,4498,35,"396,02",US,Legacy note 11854,ADYEN,4.73,3355,4,B,Brazil,C,"7204,52",95e77863-729a-477e-a554-95e98dd378a3
VC-11855,B,03,USER 11855,"205,92",BRL,N,02/28,610,8368,50,"3302,36",BR,Legacy note 11855,ADYEN,2.21,5414,3,B,Spain,C,"7571,36",d0d319e3-a328-4baa-b818-7af5536917c7
VC-11856,A,03,USER 11856,"7797,47",EUR,N,02/34,762,3275,39,"915,93",FR,Legacy note 11856,STRIPE,2.23,9347,4,A,Spain,C,"2035,04",29a05300-f47c-400d-a17f-c9d4438fdc0a
VC-11857,B,01,USER 11857,"4951,44",EUR,Y,08/30,504,4560,42,"2629,71",FR,Legacy note 11857,SQUARE,1.14,18235,3,A,Brazil,P,"8284,16",dd013be0-6c9c-493f-921d-2eca97abf6df
VC-11858,A,03,USER 11858,"3896,18",USD,Y,04/25,545,4930,31,"586,11",PT,Legacy note 11858,PAYPAL,4.57,9488,5,B,Brazil,P,"694,00",277a9de7-aa66-4c37-aea1-3226ad008092
VC-11859,A,01,USER 11859,"1162,46",BRL,N,12/28,555,5840,7,"2044,35",FR,Legacy note 11859,SQUARE,3.75,2289,2,A,Spain,T,"3698,65",885f4564-023c-42cf-b3a9-51ea1e70e0f3
VC-11860,B,03,USER 11860,"2276,09",BRL,N,08/32,509,5126,48,"4198,96",ES,Legacy note 11860,STRIPE,4.71,1179,4,A,Brazil,T,"3336,45",eacf5af5-702b-476c-bd9e-9c9e3931d995
VC-11861,B,02,USER 11861,"2900,47",USD,Y,07/27,252,5728,18,"4508,95",PT,Legacy note 11861,STRIPE,4.17,10517,2,B,France,T,"9843,77",0e1f2204-01fb-4673-b1b7-f97417b9b7b3
VC-11862,B,03,USER 11862,"4550,51",USD,N,07/29,820,9901,19,"2674,33",PT,Legacy note 11862,SQUARE,0.72,15723,3,A,Brazil,P,"7169,53",ca2b6efd-4900-4b09-8beb-bec5017aa6cc
VC-11863,B,04,USER 11863,"5435,29",EUR,Y,11/32,961,8510,26,"851,92",FR,Legacy note 11863,ADYEN,3.79,19328,2,B,Spain,C,"1576,39",64d97de8-77f6-4ca8-93c8-d9f361bb8971
VC-11864,A,01,USER 11864,"8213,99",BRL,N,08/33,767,1615,37,"2095,86",FR,Legacy note 11864,SQUARE,1.50,5183,2,A,France,C,"5973,86",ffac3ba5-a48e-45a0-a3a2-4af2760ace56
VC-11865,A,04,USER 11865,"5950,27",BRL,N,03/26,320,1132,20,"115,68",BR,Legacy note 11865,STRIPE,1.18,17354,5,B,Portugal,P,"584,51",4fdd1791-7e6f-4a15-be51-f4274fe12386
VC-11866,A,04,USER 11866,"7703,55",BRL,N,11/34,227,9250,7,"244,67",FR,Legacy note 11866,PAYPAL,3.20,10541,2,A,Portugal,T,"2563,86",a5bb6605-aa59-4d35-ab69-3539300cc0aa
VC-11867,A,04,USER 11867,"4982,56",BRL,N,06/34,626,5253,6,"4137,87",US,Legacy note 11867,STRIPE,3.62,7308,2,B,France,C,"5302,14",eaf51e4c-5d3b-46ea-a0e9-c86772ab4153
VC-11868,B,04,USER 11868,"3532,49",USD,N,08/25,705,7699,36,"2097,85",ES,Legacy note 11868,STRIPE,1.58,19426,2,A,Brazil,C,"6564,55",b092dac1-0b6c-4c57-8aa7-3ac8e9574c64
VC-11869,B,05,USER 11869,"5126,09",USD,N,02/32,151,8857,31,"1375,68",PT,Legacy note 11869,SQUARE,2.83,15669,2,B,France,T,"7879,79",02fbf2a2-bd1f-40d1-94a6-849d2ece2389
VC-11870,B,04,USER 11870,"2049,50",EUR,N,03/28,815,4281,18,"344,46",PT,Legacy note 11870,PAYPAL,1.75,3042,3,A,Portugal,C,"5930,52",2b517b3e-e477-4ca5-b198-4fddd58bb0cb
VC-11871,B,03,USER 11871,"8945,04",EUR,Y,08/26,326,9952,6,"4722,15",ES,Legacy note 11871,PAYPAL,4.79,10382,4,A,Portugal,T,"9765,28",e91fa328-78d4-4b1a-808f-a8461fedb6e7
VC-11872,A,05,USER 11872,"7175,34",EUR,N,12/35,890,9853,6,"110,30",PT,Legacy note 11872,ADYEN,3.80,2907,3,B,USA,C,"1918,17",4af5d1c8-6da4-4e26-8be5-04e8cca4aa01
VC-11873,A,05,USER 11873,"4612,19",USD,N,09/31,144,8623,24,"1419,95",PT,Legacy note 11873,PAYPAL,4.19,14991,2,A,USA,P,"8578,72",b5b2e157-2145-46a8-89c0-aab4e15021f6
VC-11874,B,01,USER 11874,"8756,80",USD,N,12/28,995,1444,25,"4506,45",ES,Legacy note 11874,SQUARE,4.15,16255,2,A,Spain,T,"8554,68",a2fac845-caee-4efe-b258-34e1adeb997b
VC-11875,B,02,USER 11875,"9580,56",USD,Y,08/25,575,9662,4,"3930,63",ES,Legacy note 11875,ADYEN,1.75,14693,4,A,France,C,"5984,54",9057b2fb-92b7-495f-a430-87382d8e2fd8
VC-11876,A,01,USER 11876,"3593,99",USD,N,06/25,702,9965,30,"2015,75",BR,Legacy note 11876,ADYEN,1.38,13938,4,B,Portugal,C,"9081,14",b4e4796d-2084-4f92-9d2a-cfae6d1dad5c
VC-11877,A,02,USER 11877,"7107,89",EUR,N,03/33,319,5267,11,"224,99",US,Legacy note 11877,PAYPAL,0.92,1762,4,A,France,C,"9474,16",1581ea8b-16a5-42f1-adc9-a7f3709381b2
VC-11878,B,03,USER 11878,"9929,70",EUR,N,04/27,314,8842,12,"1793,55",FR,Legacy note 11878,PAYPAL,4.15,5983,2,A,USA,C,"7000,85",43100b6d-b829-4d30-b607-95e0b8d68f8e
VC-11879,A,01,USER 11879,"555,12",BRL,Y,04/28,189,8717,21,"2151,83",PT,Legacy note 11879,STRIPE,2.48,10702,2,A,Spain,C,"8048,04",f95cb91c-5d3c-4514-a8f9-6ed08bceaf5e
VC-11880,A,01,USER 11880,"3348,64",BRL,Y,05/28,699,5951,30,"3690,88",BR,Legacy note 11880,SQUARE,4.61,856,2,B,Portugal,T,"8994,92",aac122af-31d8-486e-870e-bbad76cb6ad1
VC-11881,B,01,USER 11881,"9123,05",USD,N,02/32,907,5125,15,"3788,98",PT,Legacy note 11881,PAYPAL,1.71,8220,4,A,Portugal,P,"5727,16",b228c2f5-c165-4a02-ae18-5261f64ed59c
VC-11882,B,04,USER 11882,"3303,88",USD,Y,05/26,512,2778,13,"837,60",FR,Legacy note 11882,SQUARE,2.70,4708,3,A,Spain,T,"5477,79",aaf2f030-3656-43a3-938d-13a5c315133c
VC-11883,B,02,USER 11883,"6992,88",EUR,N,03/28,543,2647,16,"3622,98",BR,Legacy note 11883,SQUARE,1.64,5249,4,A,Brazil,T,"3920,96",832f8b23-9f74-4a96-b584-1cc7e2ea5fde
VC-11884,A,01,USER 11884,"3440,59",USD,Y,05/30,276,7616,39,"518,56",FR,Legacy note 11884,ADYEN,2.51,4354,3,A,Spain,C,"9423,74",80a3e4c4-b548-4ea9-a78e-4732ab8cd8c9
VC-11885,A,04,USER 11885,"5598,80",USD,Y,05/29,895,2324,50,"4869,86",ES,Legacy note 11885,ADYEN,3.02,1455,5,B,Spain,T,"1071,28",8788cbdf-4d30-4667-99e9-24e6fbf9d0b2
VC-11886,A,03,USER 11886,"8930,22",USD,N,12/25,328,8981,25,"2042,47",FR,Legacy note 11886,STRIPE,3.40,1791,1,A,Spain,C,"4732,57",db5832d6-44b6-4a33-a525-9e37c32d984e
VC-11887,A,01,USER 11887,"7293,55",EUR,Y,05/30,102,7389,43,"1566,37",US,Legacy note 11887,STRIPE,0.55,5237,3,A,Portugal,C,"2587,36",bfc87bdf-b7ba-443f-9d71-7228823594c7
VC-11888,B,04,USER 11888,"9474,91",USD,N,09/32,947,3695,8,"2186,74",ES,Legacy note 11888,ADYEN,3.10,6882,1,B,USA,T,"2137,75",56c9d2ab-a34e-4acc-8f48-0891fdf18537
VC-11889,A,01,USER 11889,"6879,37",EUR,N,05/28,336,9373,35,"4870,65",PT,Legacy note 11889,STRIPE,3.79,11979,4,B,USA,C,"3331,10",454d807e-3ef9-49ae-bbaa-7310b3cad90d
VC-11890,A,03,USER 11890,"8174,20",BRL,Y,09/35,984,8561,37,"4672,78",ES,Legacy note 11890,SQUARE,0.55,14484,5,A,USA,C,"1753,72",22364df0-4a5a-47a2-859d-ccc7500f5320
VC-11891,A,02,USER 11891,"9221,95",USD,Y,03/35,811,1588,50,"1254,17",ES,Legacy note 11891,PAYPAL,2.51,15640,4,A,Spain,P,"5691,91",f040e7da-bb23-4f44-b483-9310dfb7b8ec
VC-11892,A,05,USER 11892,"1061,54",USD,N,11/33,937,5437,23,"4390,08",PT,Legacy note 11892,PAYPAL,3.92,677,2,A,Portugal,C,"2507,97",b20d9d42-01ed-4663-a447-865d7d596411
VC-11893,B,02,USER 11893,"5960,18",BRL,N,04/27,111,2562,11,"3432,19",ES,Legacy note 11893,SQUARE,2.68,2956,2,A,Portugal,T,"838,72",f6406031-2c5f-4ad1-be9c-b4a10696e5fa
VC-11894,A,01,USER 11894,"6033,10",USD,N,12/33,925,8972,47,"2353,00",ES,Legacy note 11894,ADYEN,1.09,9821,4,A,Brazil,C,"9481,41",84abea21-89a3-4b2c-8a00-3b83ecd0ba85
VC-11895,B,01,USER 11895,"4472,14",EUR,Y,07/27,743,6114,35,"1797,85",BR,Legacy note 11895,SQUARE,2.11,4117,3,A,France,C,"8500,86",96278711-2aa3-427f-944a-d89b355c016e
VC-11896,B,04,USER 11896,"9956,12",EUR,Y,05/27,938,3635,23,"4296,73",BR,Legacy note 11896,ADYEN,4.11,751,4,B,Brazil,C,"5103,83",099aac88-2bf9-4fa8-884e-66ce0f6acaeb
VC-11897,B,04,USER 11897,"7510,03",EUR,N,01/34,975,6121,35,"4671,67",PT,Legacy note 11897,PAYPAL,4.71,12372,3,B,Spain,P,"4124,77",7eb2a2b4-8ac4-4890-9202-3b0add5e3a77
VC-11898,B,01,USER 11898,"4761,22",EUR,N,04/33,235,1896,2,"680,12",FR,Legacy note 11898,ADYEN,4.56,2150,4,A,Portugal,P,"6322,92",72c9b795-9ed2-4474-90b9-578b5d96f161
VC-11899,B,03,USER 11899,"7273,93",USD,N,12/31,112,4004,26,"2540,46",FR,Legacy note 11899,STRIPE,4.33,17849,3,A,Spain,C,"7566,99",f529adf7-e247-43f9-840d-8a7d5e532517
VC-11900,A,03,USER 11900,"7678,70",BRL,Y,01/33,425,9326,41,"329,40",PT,Legacy note 11900,PAYPAL,2.16,1936,1,A,France,P,"9457,45",22b332aa-461f-42f3-9887-6f20ad111cb1
VC-11901,A,05,USER 11901,"5613,21",BRL,N,02/26,514,5596,34,"4912,68",US,Legacy note 11901,SQUARE,4.08,16377,2,B,Spain,P,"8437,64",4a2b3913-67e5-4916-a89d-a4458daa1730
VC-11902,B,05,USER 11902,"6384,83",BRL,N,05/35,935,1172,9,"4264,36",ES,Legacy note 11902,STRIPE,0.97,14064,3,B,USA,T,"3361,23",cf696944-79f2-4e0b-bb2a-dbc5335da594
VC-11903,B,05,USER 11903,"28,33",BRL,Y,02/30,129,5672,49,"1366,80",US,Legacy note 11903,PAYPAL,2.70,6784,2,A,USA,C,"7452,58",fdcb3f66-41a0-4c0b-9bd8-f1bc7c647f61
VC-11904,B,05,USER 11904,"9442,43",USD,N,06/32,955,1211,23,"4911,30",US,Legacy note 11904,ADYEN,1.46,16681,4,A,Spain,C,"1623,61",a575d276-34af-4f9b-b69f-1d892a2cd9d7
VC-11905,B,03,USER 11905,"5575,21",USD,N,12/29,872,3609,12,"3839,48",US,Legacy note 11905,STRIPE,4.64,15806,1,B,Brazil,C,"3666,31",b20c1609-b0b4-4714-96a2-9529f643f708
VC-11906,A,02,USER 11906,"8686,01",USD,N,05/31,350,3882,39,"3493,80",US,Legacy note 11906,SQUARE,0.58,3844,4,A,Spain,T,"1222,03",5696518e-2edb-4bd9-bff8-fea9fd2c07f6
VC-11907,B,04,USER 11907,"3068,97",BRL,Y,04/29,902,4735,21,"3487,12",US,Legacy note 11907,PAYPAL,0.61,6413,1,B,Portugal,C,"3891,65",57b620bf-951a-4100-8728-b85ba8481217
VC-11908,A,04,USER 11908,"661,29",USD,Y,08/25,859,8842,43,"1381,17",PT,Legacy note 11908,ADYEN,1.48,14444,1,B,Brazil,C,"1481,19",1d072280-b399-4f3d-827e-9bac6ce046ed
VC-11909,A,02,USER 11909,"8593,38",BRL,Y,04/29,815,5625,7,"2019,39",BR,Legacy note 11909,SQUARE,4.63,2472,2,A,Brazil,T,"7878,17",0f93d2d8-4528-4611-a3db-9c2b2ad2d34b
VC-11910,A,01,USER 11910,"399,90",EUR,Y,07/28,587,2701,41,"1454,18",BR,Legacy note 11910,SQUARE,0.95,9193,5,A,Brazil,C,"289,24",9db40a2c-6734-43dd-a511-3a2feb7261d4
VC-11911,B,01,USER 11911,"3010,21",BRL,Y,04/30,825,6249,42,"4042,46",FR,Legacy note 11911,PAYPAL,1.94,804,5,B,USA,T,"4422,32",2c1734e1-6132-4993-896a-1fe27e74120c
VC-11912,B,03,USER 11912,"5149,19",EUR,Y,10/35,730,2467,49,"196,95",PT,Legacy note 11912,ADYEN,1.15,5840,4,B,France,T,"1189,84",06661b4a-a1a4-4a9f-999b-5547f91fa976
VC-11913,B,02,USER 11913,"2042,74",USD,Y,11/26,551,5563,2,"1934,20",FR,Legacy note 11913,SQUARE,1.90,14867,5,A,Brazil,P,"9968,63",70426bde-36f9-4e68-9910-cf1f723701a3
VC-11914,B,03,USER 11914,"6251,33",BRL,Y,01/32,827,4095,23,"2323,19",BR,Legacy note 11914,PAYPAL,2.17,11298,1,A,USA,P,"1412,54",447e9e9c-05f0-4f0d-a4d5-21e03f8281dc
VC-11915,B,03,USER 11915,"8125,29",USD,N,04/26,193,3432,33,"305,06",ES,Legacy note 11915,SQUARE,1.47,18610,5,A,USA,C,"8758,41",3b4e19b8-ffc7-4f99-a4ef-94a8c00273dd
VC-11916,A,03,USER 11916,"79,82",BRL,Y,11/32,744,8065,49,"831,04",BR,Legacy note 11916,PAYPAL,3.39,1206,5,A,USA,T,"5245,85",d8c122e6-6198-433b-bb25-ce2e6f506d10
VC-11917,A,03,USER 11917,"1759,05",EUR,N,05/31,535,3975,39,"4693,94",BR,Legacy note 11917,SQUARE,1.79,15638,3,B,France,C,"1981,15",5e04cb3a-978f-4368-ac06-d0ac5c4144da
VC-11918,A,04,USER 11918,"4974,81",BRL,Y,06/30,612,7771,44,"4459,54",BR,Legacy note 11918,STRIPE,2.06,12495,3,B,Spain,T,"3842,31",48f12f86-47c6-4c37-87fe-843382d05209
VC-11919,B,03,USER 11919,"1731,72",USD,N,08/28,122,9680,43,"2081,27",BR,Legacy note 11919,PAYPAL,3.11,8324,1,A,USA,P,"7205,95",00875546-4c57-4089-b7c8-33f17ccf5096
VC-11920,A,02,USER 11920,"2934,42",USD,Y,12/33,596,1392,50,"4308,02",BR,Legacy note 11920,PAYPAL,4.28,3885,4,A,Brazil,P,"3257,78",bdbf0db5-052b-48ef-8b02-03a7c0193582
VC-11921,A,01,USER 11921,"8115,24",EUR,Y,01/29,534,7663,3,"152,33",ES,Legacy note 11921,STRIPE,1.61,3692,5,A,USA,P,"1047,78",54214fbe-9622-45eb-a75d-80bc25c6f3c7
VC-11922,A,03,USER 11922,"7326,45",EUR,Y,06/34,490,5476,10,"166,81",BR,Legacy note 11922,ADYEN,4.24,975,5,A,Brazil,T,"5322,34",15312411-c926-4f27-a58d-4b4aae81aa34
VC-11923,B,05,USER 11923,"8149,06",USD,Y,09/31,735,7155,29,"3095,92",BR,Legacy note 11923,ADYEN,2.65,7906,5,A,Portugal,T,"8091,54",e01cb9dc-d813-4996-843a-41f393a88b2e
VC-11924,A,04,USER 11924,"6244,00",EUR,N,02/28,246,3240,17,"3657,04",BR,Legacy note 11924,ADYEN,4.56,11166,4,A,France,P,"5014,08",0546e904-601b-4223-a5f3-b1e8654881f7
VC-11925,B,02,USER 11925,"8025,10",EUR,N,11/31,494,2339,42,"1688,75",ES,Legacy note 11925,STRIPE,2.54,18199,3,B,France,P,"9957,32",8dfc0229-d529-404c-828f-d31ec619770e
VC-11926,B,01,USER 11926,"7271,80",BRL,N,12/32,474,5220,29,"1840,58",PT,Legacy note 11926,ADYEN,0.78,10333,3,B,Portugal,T,"5616,89",7a929449-1bb7-43e9-a03a-ae082f0cc393
VC-11927,A,02,USER 11927,"9645,80",EUR,Y,07/28,199,1306,29,"3222,30",BR,Legacy note 11927,SQUARE,4.02,16283,1,B,Spain,C,"6711,40",f41287cd-c2fc-42ea-b469-4d9bec8b19c9
VC-11928,A,01,USER 11928,"8586,36",USD,N,02/25,855,2404,38,"2521,48",ES,Legacy note 11928,STRIPE,2.39,11358,1,B,USA,P,"3375,21",7d5b30b2-4f27-43df-8d03-fbe7edfd214b
VC-11929,B,05,USER 11929,"900,31",BRL,N,08/25,741,3421,45,"3539,32",US,Legacy note 11929,STRIPE,3.01,12513,5,B,Brazil,P,"2813,86",497e435f-cb7e-43cb-843e-3ee3a36a2521
VC-11930,A,05,USER 11930,"6025,20",EUR,N,10/35,405,8512,24,"886,17",PT,Legacy note 11930,PAYPAL,4.74,11420,5,A,USA,P,"7405,40",bc70ac2b-b607-4bde-96c5-d369f2a44dd4
VC-11931,B,02,USER 11931,"4557,99",EUR,Y,08/31,340,2111,25,"3167,88",PT,Legacy note 11931,ADYEN,3.37,12245,3,A,Brazil,T,"6028,47",7b5d10f9-d7c6-4d65-98b5-52f5ef820834
VC-11932,A,02,USER 11932,"6848,35",USD,N,10/35,198,6872,39,"3626,86",BR,Legacy note 11932,PAYPAL,4.74,3998,2,A,Portugal,P,"5195,14",2feec622-fba1-4386-ac8d-a0ef8da3aa5e
VC-11933,B,02,USER 11933,"9544,95",USD,N,04/29,122,7796,1,"3306,00",FR,Legacy note 11933,ADYEN,1.04,3353,3,A,Brazil,P,"7594,56",cba70659-53cd-44c0-8c6e-edf51b68779f
VC-11934,B,05,USER 11934,"35,80",EUR,Y,11/29,401,5812,50,"906,59",PT,Legacy note 11934,STRIPE,1.16,5896,4,A,USA,T,"4557,75",62f3c9b0-5031-4626-b39f-55b99c412938
VC-11935,B,03,USER 11935,"3474,62",USD,N,08/31,591,8301,32,"1216,81",BR,Legacy note 11935,STRIPE,4.34,4456,5,A,Portugal,P,"9360,19",fe3ad3cd-f4db-4f21-996f-4dcf681db8ef
VC-11936,B,03,USER 11936,"8476,79",USD,N,01/35,408,7650,22,"4518,63",US,Legacy note 11936,SQUARE,2.35,3944,5,A,France,C,"4368,66",a293de24-4a0a-4d87-b0b4-6b2f50f7feeb
VC-11937,A,05,USER 11937,"4555,74",BRL,Y,10/30,594,4052,16,"1274,92",FR,Legacy note 11937,STRIPE,2.48,4866,4,B,USA,C,"4789,18",550fe40d-ae56-417d-92c7-6dc8f0695825
VC-11938,B,04,USER 11938,"7231,10",BRL,N,04/30,703,3670,2,"1640,72",FR,Legacy note 11938,SQUARE,1.15,7422,5,B,USA,P,"6251,80",c61b6b0f-ddbe-46e0-8cf8-9a5a8a6079c6
VC-11939,A,01,USER 11939,"7229,18",EUR,N,03/25,672,2648,41,"960,01",ES,Legacy note 11939,SQUARE,3.77,15645,1,A,Brazil,P,"7698,09",07739358-a25b-4c44-bc0f-b20c52c32482
VC-11940,A,04,USER 11940,"3814,76",BRL,N,08/34,448,8104,47,"724,56",ES,Legacy note 11940,STRIPE,4.91,3598,2,A,France,T,"9615,53",5d8af817-48f5-4d47-bf67-aff9fc873771
VC-11941,A,01,USER 11941,"8521,76",BRL,Y,10/27,717,4214,39,"2301,99",PT,Legacy note 11941,PAYPAL,1.04,11885,5,B,France,P,"5947,41",a661fbd6-343a-41ef-b54e-0b188b2d5566
VC-11942,B,04,USER 11942,"3259,47",EUR,N,02/31,279,8730,15,"1006,74",US,Legacy note 11942,ADYEN,2.46,3477,3,A,USA,P,"2518,81",cabed01d-9b5f-4377-9503-93f7c85c149f
VC-11943,A,01,USER 11943,"6480,71",EUR,N,10/32,840,5474,32,"3452,03",US,Legacy note 11943,STRIPE,3.91,13115,5,B,Spain,C,"2805,77",5bed2713-577e-4d36-9670-1d5107a5ecde
VC-11944,A,03,USER 11944,"4487,81",BRL,N,03/25,279,4114,35,"4243,56",US,Legacy note 11944,PAYPAL,1.92,6378,4,A,France,T,"3898,57",a6b38f6b-ccc3-48ca-945b-f37601b84285
VC-11945,A,01,USER 11945,"1121,76",BRL,N,06/30,855,8661,42,"2168,07",BR,Legacy note 11945,STRIPE,4.32,10814,1,A,Portugal,P,"8595,88",fb85d136-90ae-4284-bc68-5a8f0a55db7a
VC-11946,A,04,USER 11946,"411,62",BRL,N,12/31,716,1678,42,"1399,74",PT,Legacy note 11946,ADYEN,3.12,3868,5,B,Portugal,T,"3015,08",ed2f3f3a-f22b-4ebb-8a77-4f27cfc98300
VC-11947,B,04,USER 11947,"1193,78",EUR,N,06/33,558,4752,16,"2276,08",BR,Legacy note 11947,ADYEN,2.18,7098,1,B,USA,T,"6187,90",3f31a44b-5dc9-4b70-8bd5-5936309277fa
VC-11948,B,05,USER 11948,"2959,42",USD,N,03/28,521,4286,49,"330,69",ES,Legacy note 11948,PAYPAL,3.64,12338,2,B,Brazil,T,"8089,32",d8862759-ebc4-4869-91fe-e93555095c2a
VC-11949,A,02,USER 11949,"9417,97",USD,Y,11/25,179,4649,2,"4719,62",ES,Legacy note 11949,PAYPAL,3.97,9929,2,A,Portugal,P,"5515,91",c4963a53-7e1b-45b6-9289-28096459644b
VC-11950,B,01,USER 11950,"9600,58",EUR,N,03/32,200,1158,49,"1533,30",US,Legacy note 11950,PAYPAL,0.63,17981,3,B,Spain,P,"7374,82",fb156901-36e8-4028-92d7-a8890be19976
VC-11951,A,03,USER 11951,"9741,22",BRL,Y,07/35,224,4354,17,"1379,56",ES,Legacy note 11951,STRIPE,0.82,7359,1,B,USA,P,"8661,42",b869d93a-4f0d-4f92-95bd-764680d1efaa
VC-11952,B,01,USER 11952,"5286,21",EUR,Y,07/25,502,4991,28,"1685,74",US,Legacy note 11952,STRIPE,2.67,7987,5,B,USA,T,"8440,48",7cd355e9-ce05-44c7-b230-4429b53aa341
VC-11953,A,05,USER 11953,"3030,65",USD,N,11/29,853,8494,4,"2678,16",BR,Legacy note 11953,STRIPE,3.80,6093,3,A,France,P,"1756,58",4133c983-0b17-463c-a753-a737df75ff1f
VC-11954,B,04,USER 11954,"3292,24",EUR,N,11/29,846,5847,31,"2206,09",PT,Legacy note 11954,STRIPE,2.22,3137,2,A,USA,T,"9445,11",22b8eb41-6af7-4da2-a9fe-c5a30122bbc1
VC-11955,A,05,USER 11955,"9784,91",BRL,Y,02/31,383,9698,17,"2746,92",US,Legacy note 11955,ADYEN,4.37,1769,4,B,France,P,"9778,20",22b0c4bc-93b9-4576-9057-999cbc331d94
