CARD_REF,STATE,BRAND_CODE,HOLDER,BALANCE_STR,ACTIVE_FLG,EXPIRY_TXT,CVV_TXT,COUNTRY_CODE,CURR,INTL_FLG,MAX_TX_DAY,MAX_TX_AMT,PROVIDER_NAME,PROVIDER_FEE,PROVIDER_LIMIT,PROVIDER_PRIORITY
VC-110827,B,02,SANDRA LEE,"4394,29",N,10/30,717,US,USD,Y,35,"2585,95",SQUARE,3.35,52496,1
VC-110828,B,03,MEGAN BUSH,"3533,43",Y,12/27,411,US,USD,Y,28,"2255,53",STRIPE,3.93,62290,1
VC-110829,B,04,ABIGAIL UNDERWOOD,"1773,51",Y,09/26,867,BR,USD,Y,24,"3854,22",PAYPAL,2.70,9743,1
VC-110830,A,04,PAUL GUZMAN,"855,75",Y,10/26,681,US,USD,N,34,"1370,58",STRIPE,1.89,55824,2
VC-110831,B,01,JANET NORTON,"1572,78",N,06/24,764,ES,USD,N,44,"4121,68",STRIPE,0.81,79895,5
VC-110832,A,04,KIMBERLY MARTINEZ,"853,00",Y,12/27,990,US,USD,N,46,"1279,74",SQUARE,1.64,20200,1
VC-110833,A,01,GREGORY LONG,"1671,96",N,07/26,741,PT,BRL,Y,35,"2644,93",STRIPE,0.80,75059,2
VC-110834,B,03,MICHAEL SANCHEZ,"1474,19",Y,03/26,605,BR,BRL,Y,48,"1655,80",ADYEN,2.65,16218,2
VC-110835,A,05,DEBRA ALLEN,"4971,52",N,02/27,160,US,BRL,N,26,"1886,26",ADYEN,1.18,97269,4
VC-110836,A,02,ROBERT BUCKLEY,"3433,94",Y,04/29,575,ES,BRL,Y,36,"844,15",PAYPAL,4.32,33621,1
VC-110837,A,04,JONATHAN GARCIA,"895,31",N,11/28,968,ES,EUR,N,16,"1163,48",STRIPE,2.22,86523,5
VC-110838,B,01,KATHRYN HENRY,"832,70",Y,11/28,408,ES,EUR,N,8,"667,48",STRIPE,1.57,68782,2
VC-110839,A,03,KEVIN PATEL,"2401,06",Y,05/28,438,ES,EUR,Y,10,"2654,06",SQUARE,1.65,53584,5
VC-110840,A,04,ROBERT SANDERS,"786,99",Y,12/27,176,PT,BRL,Y,45,"1313,47",ADYEN,2.53,53411,1
VC-110841,B,01,THEODORE FIELDS,"1911,11",N,04/27,908,PT,USD,N,26,"1022,72",ADYEN,2.49,63722,1
VC-110842,B,05,DARLENE KENT,"1108,87",N,05/24,720,PT,EUR,Y,40,"886,00",PAYPAL,2.26,31461,3
VC-110843,B,03,KAREN LOGAN,"2630,62",Y,09/28,915,US,USD,N,14,"1348,20",ADYEN,3.89,61680,3
VC-110844,B,04,ALLEN GUZMAN,"344,38",Y,06/29,615,BR,USD,Y,44,"4210,76",PAYPAL,1.86,60095,3
VC-110845,A,01,CHRISTOPHER GARDNER,"2965,58",N,03/29,474,US,EUR,Y,25,"4179,68",STRIPE,1.60,3781,2
VC-110846,B,04,REBECCA DUNN,"1409,46",N,09/29,359,US,EUR,Y,3,"1277,33",PAYPAL,2.47,27020,2
VC-110847,A,01,MARY MCGUIRE,"2797,69",Y,07/30,185,US,BRL,Y,30,"1989,92",STRIPE,3.75,39584,4
VC-110848,B,03,AMANDA MORENO,"908,63",N,01/28,624,BR,EUR,Y,46,"1451,02",ADYEN,3.61,54651,4
VC-110849,A,05,SCOTT LEWIS,"3740,49",Y,12/27,812,US,EUR,N,13,"3777,65",STRIPE,3.22,54337,3
VC-110850,A,03,RENEE WALL,"1709,63",N,05/30,134,PT,EUR,N,47,"4690,05",PAYPAL,1.27,83012,2
VC-110851,B,04,ZACHARY HILL,"3492,79",Y,04/24,574,ES,EUR,Y,17,"654,81",ADYEN,3.37,23410,2
VC-110852,B,01,BRIANNA BAKER,"3066,81",N,09/25,477,BR,USD,N,13,"1576,14",PAYPAL,0.57,47303,5
VC-110853,B,02,EVAN HUNT,"1564,99",N,08/25,714,ES,USD,Y,37,"3677,98",ADYEN,3.36,1878,1
VC-110854,B,02,JONATHAN DIXON,"3095,50",N,01/30,228,PT,USD,Y,1,"3558,10",ADYEN,4.84,67718,2
VC-110855,A,01,TAMMY TAYLOR,"1074,32",Y,08/25,206,BR,BRL,N,41,"258,32",PAYPAL,3.48,77913,1
VC-110856,B,05,JESSICA RICHARDSON,"1592,84",N,07/29,950,BR,BRL,Y,21,"3937,11",ADYEN,1.27,97110,1
VC-110857,A,01,TROY WALSH,"2068,44",Y,01/27,361,BR,EUR,Y,50,"3306,71",ADYEN,2.65,78966,3
VC-110858,A,01,MICHAEL DENNIS,"2888,42",N,10/27,717,PT,BRL,N,5,"4559,59",PAYPAL,3.87,66489,4
VC-110859,A,01,TIFFANY JACOBS,"2946,68",N,12/27,776,US,BRL,N,22,"1401,12",ADYEN,3.91,4044,3
VC-110860,B,02,CARLA MATTHEWS,"553,91",N,11/27,213,PT,BRL,Y,15,"179,81",SQUARE,1.43,52210,5
VC-110861,A,03,CHARLENE THOMAS,"1300,55",Y,03/26,858,US,USD,Y,45,"4795,61",PAYPAL,4.99,53126,3
VC-110862,B,04,KARI RAYMOND,"4303,80",N,02/30,627,ES,EUR,Y,30,"2171,51",STRIPE,1.20,69868,1
VC-110863,A,03,GINA GORDON,"2499,44",Y,03/27,511,US,EUR,N,40,"631,37",ADYEN,3.73,43064,3
VC-110864,B,03,AARON JOHNSON,"4271,50",N,08/29,177,US,BRL,Y,9,"4688,00",PAYPAL,1.66,47369,1
VC-110865,B,02,ANN RAMOS,"4192,13",N,02/26,434,PT,USD,Y,19,"1518,35",ADYEN,3.72,28108,3
VC-110866,A,05,NICHOLAS LITTLE,"2139,37",N,05/25,728,ES,EUR,N,4,"1366,87",ADYEN,1.33,44710,2
VC-110867,B,01,ANTHONY LEWIS,"4763,95",Y,01/27,368,PT,EUR,N,13,"3580,60",SQUARE,4.71,53329,4
VC-110868,A,04,MONIQUE JONES,"800,94",Y,07/27,678,PT,EUR,Y,44,"4700,63",STRIPE,0.50,66351,5
VC-110869,A,01,TONI WOOD,"2020,83",Y,03/24,239,US,BRL,N,26,"3014,53",SQUARE,4.45,34260,2
VC-110870,B,03,WILLIE WARREN,"2822,32",Y,07/25,464,PT,BRL,Y,28,"2581,85",STRIPE,3.67,43691,2
VC-110871,B,01,KRISTIN ROBERTS,"3975,17",Y,06/30,798,ES,EUR,N,3,"3345,53",STRIPE,1.08,63813,2
VC-110872,A,03,JASON POWERS,"3140,66",Y,10/28,360,US,BRL,Y,6,"4894,41",SQUARE,2.99,46550,1
VC-110873,A,04,DARLENE LEVY,"1436,01",Y,09/28,310,PT,USD,Y,48,"3894,88",ADYEN,3.99,58790,2
VC-110874,A,05,KEITH PENA,"606,17",N,12/26,476,PT,USD,N,36,"4522,68",SQUARE,4.56,34310,2
VC-110875,A,01,KRISTEN PEREZ,"2424,46",Y,08/30,608,BR,EUR,Y,17,"2216,96",SQUARE,3.50,11710,2
VC-110876,A,05,CINDY HARRIS,"4943,34",Y,09/24,711,BR,EUR,Y,9,"3837,83",ADYEN,0.77,89540,5
VC-110877,B,05,ALYSSA HARRIS,"4773,19",Y,12/28,921,ES,USD,Y,35,"571,93",ADYEN,1.34,48647,5
VC-110878,B,01,MR. MARCUS YANG JR.,"2436,27",Y,12/26,816,BR,USD,N,27,"3610,01",SQUARE,1.35,65441,5
VC-110879,A,05,MELINDA CERVANTES,"1008,35",N,08/27,397,US,USD,Y,15,"2760,18",STRIPE,0.78,95729,2
VC-110880,A,02,DAVID SUTTON,"553,39",Y,09/26,106,PT,BRL,N,26,"4771,85",ADYEN,1.89,6762,5
VC-110881,B,04,JASON JONES,"4220,25",N,12/29,455,PT,USD,N,36,"1131,69",STRIPE,1.61,60285,4
VC-110882,A,01,MICHELLE CARRILLO,"3194,98",N,12/28,555,PT,EUR,N,41,"4227,09",ADYEN,1.50,35373,4
VC-110883,B,02,KATHRYN HUBBARD,"2659,08",N,02/24,557,US,BRL,N,39,"243,11",SQUARE,1.19,69133,2
VC-110884,B,03,CHERYL VINCENT,"1068,63",Y,04/30,345,US,USD,N,7,"2105,15",SQUARE,2.64,86027,5
VC-110885,B,04,JENNIFER LEE,"4804,77",N,05/27,924,PT,EUR,Y,33,"3704,78",PAYPAL,2.92,64923,2
VC-110886,B,04,BRANDON GARCIA,"22,26",N,11/25,210,PT,BRL,N,29,"3215,81",STRIPE,1.78,8738,5
VC-110887,B,03,MRS. MICHELLE BECKER,"4430,78",Y,07/25,422,PT,BRL,N,40,"3248,05",PAYPAL,0.85,87287,2
VC-110888,B,03,AMBER VANCE,"4216,15",N,01/28,265,PT,BRL,N,35,"3983,93",STRIPE,2.76,56384,3
VC-110889,A,01,SCOTT MORALES,"668,11",N,04/27,172,US,USD,N,45,"4436,33",ADYEN,4.81,39424,4
VC-110890,A,02,AMY PETERS,"1734,96",Y,04/26,920,PT,EUR,Y,14,"502,27",SQUARE,4.05,38750,3
VC-110891,B,05,SHAWN FIELDS,"3970,80",N,01/30,301,PT,EUR,Y,20,"426,98",ADYEN,0.70,50467,5
VC-110892,B,05,GABRIEL CURTIS,"1524,28",Y,11/25,833,ES,USD,N,8,"1273,92",STRIPE,4.88,28755,5
VC-110893,A,05,DIANE WATTS,"3520,63",Y,04/27,985,US,BRL,N,46,"1840,93",SQUARE,4.36,95341,3
VC-110894,B,05,MARIA LONG,"2217,56",Y,12/26,745,ES,USD,Y,49,"3013,91",ADYEN,2.06,86631,1
VC-110895,B,02,RYAN BROWN,"1170,38",N,12/25,241,ES,USD,Y,43,"3206,92",ADYEN,1.16,11265,1
VC-110896,A,04,RONALD SHARP,"2396,01",N,05/26,896,ES,USD,Y,32,"3774,73",STRIPE,0.77,63764,2
VC-110897,B,01,CHARLENE WILSON,"781,34",Y,05/28,723,BR,EUR,Y,22,"3685,07",SQUARE,2.15,74376,5
VC-110898,A,02,CHRISTOPHER COOK,"996,98",N,07/30,969,US,USD,Y,42,"1087,14",STRIPE,1.67,2375,1
VC-110899,B,03,ANDREA GRAHAM,"1315,27",N,05/29,314,BR,EUR,Y,49,"3973,27",SQUARE,2.50,70683,3
VC-110900,B,01,JENNIFER FUENTES,"323,15",N,11/30,583,ES,EUR,N,1,"753,53",SQUARE,1.72,5596,1
VC-110901,B,01,MR. MARCUS HARRIS DDS,"2459,63",Y,10/27,422,US,BRL,N,1,"2013,12",STRIPE,0.69,23521,1
VC-110902,A,02,CAROLYN MOSS,"3864,87",N,07/27,448,ES,EUR,N,32,"773,71",ADYEN,1.25,19669,3
VC-110903,B,05,MICHAEL GILBERT,"563,19",N,03/29,783,PT,EUR,N,50,"2798,94",PAYPAL,0.86,34351,2
VC-110904,A,05,JACOB WARD,"1401,10",Y,06/27,485,US,EUR,Y,9,"1585,18",ADYEN,3.16,76031,5
VC-110905,A,05,DAWN CONNER,"3264,95",N,07/27,656,BR,EUR,N,45,"1909,55",ADYEN,0.78,19308,2
VC-110906,B,05,KELLY SCOTT,"4396,11",Y,07/30,184,US,BRL,Y,36,"1740,40",STRIPE,3.95,81017,2
VC-110907,A,03,ELIZABETH HARRIS,"4180,84",Y,04/29,243,BR,USD,N,48,"4728,66",ADYEN,2.44,24071,5
VC-110908,B,05,WILLIAM JOHNSON,"1775,80",Y,09/30,597,US,BRL,N,33,"2634,12",ADYEN,2.36,92832,1
VC-110909,A,05,KEVIN COPELAND,"3725,42",Y,02/27,777,ES,BRL,Y,45,"2664,28",ADYEN,4.41,23216,1
VC-110910,A,01,JAKE GUTIERREZ,"740,63",N,03/28,681,PT,BRL,Y,37,"2100,59",SQUARE,4.11,3261,1
VC-110911,A,04,DALE ROCHA,"4384,08",N,09/24,523,ES,EUR,N,29,"607,34",STRIPE,1.18,53437,3
VC-110912,B,05,TREVOR CHASE,"387,76",N,01/27,605,US,USD,Y,37,"618,44",STRIPE,4.68,62531,4
VC-110913,A,05,BRETT WEAVER,"3244,83",Y,03/29,413,PT,USD,Y,36,"3853,55",ADYEN,1.68,86690,1
VC-110914,B,01,PATRICK CUNNINGHAM,"2944,27",Y,04/27,122,US,EUR,Y,34,"4571,46",SQUARE,1.07,61818,2
VC-110915,A,04,STANLEY CHAVEZ,"1384,50",N,10/25,480,US,BRL,N,1,"4905,16",ADYEN,4.30,30248,5
VC-110916,A,03,LISA CUMMINGS,"774,76",N,03/29,823,US,USD,N,21,"857,21",SQUARE,3.77,14078,4
VC-110917,A,04,ANDRE JOHNSON,"977,59",N,11/28,864,PT,EUR,N,45,"4119,99",STRIPE,3.00,37430,4
VC-110918,A,03,CATHERINE DAVIS,"66,34",Y,02/26,456,PT,USD,N,17,"4706,15",SQUARE,2.88,50880,5
VC-110919,A,04,KEITH HART,"4648,44",N,11/27,376,ES,EUR,N,15,"4177,27",PAYPAL,0.88,52862,1
VC-110920,B,05,AARON BENITEZ,"4260,27",N,03/28,401,ES,BRL,N,34,"4648,41",ADYEN,4.80,83687,3
VC-110921,B,01,CHARLES JUAREZ,"255,34",Y,01/28,860,BR,EUR,N,38,"2507,22",SQUARE,0.69,3812,1
VC-110922,A,04,ROBERT RUIZ,"1458,38",N,09/24,927,US,BRL,Y,30,"3129,39",SQUARE,0.53,75910,2
VC-110923,A,05,LINDSEY SOTO,"2934,21",Y,04/30,711,PT,EUR,Y,14,"3096,74",SQUARE,0.82,46600,3
VC-110924,A,01,KELLY SAUNDERS,"2942,99",Y,11/24,182,BR,EUR,Y,46,"586,44",STRIPE,4.20,63433,3
VC-110925,A,04,JEREMY SMITH,"1294,68",N,12/29,822,US,USD,N,2,"1491,44",ADYEN,2.71,83680,2
VC-110926,A,01,DR. DUSTIN MILLER,"4144,51",N,12/28,122,US,EUR,Y,14,"1722,96",SQUARE,2.00,3498,3
VC-110927,B,01,ADAM BURNS,"1141,75",Y,02/29,240,BR,EUR,Y,45,"1653,36",ADYEN,1.27,51682,1
VC-110928,B,05,TYLER LEWIS,"4448,03",N,02/28,331,BR,EUR,N,30,"2729,29",ADYEN,1.21,95072,5
VC-110929,B,02,JOHNNY BURTON,"3423,53",N,05/26,422,US,BRL,N,16,"610,03",STRIPE,0.72,9537,2
VC-110930,B,04,CALVIN DAVIS,"375,04",Y,12/27,199,ES,EUR,N,6,"3984,74",ADYEN,3.81,33998,3
VC-110931,A,01,WANDA COLEMAN,"436,09",Y,10/27,440,PT,EUR,N,7,"4483,00",PAYPAL,4.70,46786,2
VC-110932,A,01,JILL OBRIEN,"294,77",Y,05/25,141,ES,USD,Y,20,"4751,26",ADYEN,3.93,75951,2
VC-110933,B,02,ANTHONY LARA,"3917,92",N,12/25,694,PT,USD,N,38,"1107,83",SQUARE,1.89,23378,1
VC-110934,B,03,SAMANTHA THOMAS,"2475,17",N,10/30,542,ES,USD,Y,2,"3892,87",STRIPE,0.90,45785,1
VC-110935,B,02,DR. CHRISTOPHER TAYLOR,"4588,83",N,10/25,290,PT,EUR,N,8,"2890,97",SQUARE,2.68,88637,3
VC-110936,B,05,TAMMY MACIAS,"983,65",N,07/27,493,ES,BRL,N,8,"1010,72",STRIPE,4.68,21601,3
VC-110937,B,03,DONNA DIAZ,"3548,14",N,03/25,149,US,EUR,N,20,"2131,97",PAYPAL,0.54,92438,3
VC-110938,B,04,HEATHER MILLER,"689,71",Y,07/27,537,BR,BRL,Y,25,"2934,88",PAYPAL,2.35,92209,5
VC-110939,B,05,KATHLEEN WILSON,"3616,60",N,08/30,357,ES,EUR,N,47,"4839,69",PAYPAL,0.98,84507,1
VC-110940,B,01,SEAN BROWN,"3170,08",N,10/30,268,BR,USD,Y,44,"3843,92",PAYPAL,1.72,18421,3
VC-110941,B,01,HEATHER ERICKSON,"4219,74",Y,06/26,913,PT,EUR,Y,26,"3709,44",SQUARE,3.96,91823,4
VC-110942,A,02,KYLE IRWIN,"3772,68",Y,03/26,384,US,BRL,Y,34,"2982,10",PAYPAL,0.81,77784,4
VC-110943,A,02,GABRIELLE WRIGHT,"3977,15",N,08/30,252,BR,EUR,N,38,"2150,23",PAYPAL,1.28,37887,2
VC-110944,A,04,DAVID LEE,"2047,40",N,02/24,383,ES,EUR,N,39,"4981,73",ADYEN,3.38,98197,4
VC-110945,A,03,STEPHEN NUNEZ,"1576,87",Y,09/29,868,US,EUR,Y,13,"4670,86",STRIPE,2.44,68502,3
VC-110946,A,03,TRACY LOPEZ,"3504,88",N,01/25,925,BR,USD,Y,49,"3068,94",PAYPAL,3.58,21777,1
VC-110947,B,01,KAYLA TORRES,"2164,68",Y,08/26,920,PT,EUR,N,36,"4282,44",SQUARE,2.20,53562,5
VC-110948,B,05,TAMARA WOODS,"127,43",N,12/29,740,PT,USD,N,45,"3853,80",PAYPAL,3.84,3415,5
VC-110949,A,01,MATTHEW CAMERON,"4841,45",Y,07/24,757,ES,EUR,Y,1,"4488,59",STRIPE,2.27,26482,3
VC-110950,A,05,KELLI NORRIS,"3591,27",Y,02/29,533,BR,BRL,N,49,"4039,52",ADYEN,1.62,32081,1
VC-110951,B,02,STEPHANIE PERKINS,"1330,07",Y,11/24,460,BR,BRL,N,41,"4266,14",ADYEN,4.10,8641,4
VC-110952,B,02,JESSICA RIVERA,"4335,04",N,01/29,172,US,EUR,Y,27,"3793,14",ADYEN,2.75,29311,1
VC-110953,B,02,ELIZABETH JOHNSON,"512,28",N,01/30,964,ES,BRL,N,18,"1491,71",SQUARE,1.62,30752,2
VC-110954,A,01,ADAM HAYES,"4709,75",Y,12/26,861,PT,EUR,Y,11,"2285,12",SQUARE,0.78,60386,2
VC-110955,B,03,AMBER CLAYTON,"4852,11",N,10/25,563,BR,BRL,N,29,"1483,62",ADYEN,3.85,54556,5
VC-110956,B,05,BRYAN MORTON,"1784,37",N,12/30,168,ES,USD,Y,20,"1660,89",STRIPE,1.10,38054,3
VC-110957,A,05,MICHAEL PAYNE,"737,49",N,12/27,360,ES,BRL,N,16,"775,69",ADYEN,4.67,50258,5
VC-110958,B,03,BARBARA HOFFMAN,"2696,17",N,07/25,969,US,USD,Y,28,"4260,75",ADYEN,1.40,25717,2
VC-110959,A,02,RYAN WILSON,"1232,86",Y,05/25,206,BR,BRL,Y,11,"3187,32",STRIPE,2.99,40099,5
VC-110960,B,02,JUSTIN CASTRO,"1855,98",Y,10/25,171,US,BRL,Y,1,"4127,95",PAYPAL,3.58,39429,5
VC-110961,B,01,JOSHUA POWELL,"4125,19",Y,01/29,372,BR,USD,N,33,"4553,74",STRIPE,4.56,64330,4
VC-110962,B,02,TRAVIS BELL,"1801,54",N,09/26,731,ES,USD,N,34,"3796,64",ADYEN,2.97,32897,5
VC-110963,B,01,JENNIFER HUNT,"3711,24",N,03/25,820,US,EUR,Y,17,"3219,98",STRIPE,2.15,67394,3
VC-110964,B,05,JUSTIN NAVARRO,"3205,47",Y,03/29,913,US,EUR,N,30,"2724,77",SQUARE,2.23,74541,2
VC-110965,A,02,DONNA HOWARD,"3281,44",N,11/30,122,BR,BRL,Y,43,"4327,06",SQUARE,3.06,73035,5
VC-110966,B,05,DAVID BROWN,"3181,98",N,10/25,455,ES,USD,N,3,"4660,54",ADYEN,2.83,38998,1
VC-110967,B,03,STEVEN JUAREZ,"1238,40",Y,03/26,906,ES,BRL,Y,50,"2820,67",ADYEN,2.03,43869,4
VC-110968,A,04,JARED CURRY,"4408,83",Y,04/30,887,US,BRL,Y,38,"4947,22",SQUARE,1.67,97996,3
VC-110969,B,05,ANDREW HUERTA,"145,24",Y,12/27,255,PT,USD,Y,29,"4474,08",SQUARE,0.64,98481,5
VC-110970,A,05,TYLER HOLMES,"3309,16",Y,09/29,153,US,USD,N,12,"1456,39",SQUARE,3.69,40420,1
VC-110971,A,02,MICHAEL WATERS,"3304,60",N,02/30,360,BR,EUR,N,9,"3740,73",PAYPAL,4.07,72216,3
VC-110972,B,01,MELINDA JAMES,"1521,27",N,03/24,981,PT,BRL,Y,11,"2038,29",SQUARE,1.14,2415,1
VC-110973,B,02,JASON DAVIS,"3695,85",N,03/30,924,BR,USD,Y,41,"3209,30",STRIPE,2.38,76144,3
VC-110974,B,04,COLLEEN SINGLETON,"3904,00",N,06/28,490,BR,BRL,Y,14,"1696,26",SQUARE,4.87,58863,4
VC-110975,A,04,JENNIFER LEONARD,"3928,05",Y,10/29,735,PT,BRL,Y,50,"2102,90",SQUARE,2.26,79522,4
VC-110976,B,02,MRS. KRISTEN POOLE,"1319,11",Y,09/24,395,ES,EUR,Y,3,"1501,22",SQUARE,3.24,26010,1
VC-110977,A,04,MICHELLE MADDOX,"3342,79",N,04/30,892,US,EUR,N,22,"196,03",SQUARE,2.82,24757,3
VC-110978,B,03,ROSE PARKS,"385,02",N,07/27,201,PT,EUR,N,7,"1440,20",PAYPAL,0.78,20471,5
VC-110979,A,03,JORDAN BROWN,"2702,91",N,06/27,684,US,USD,N,44,"618,23",SQUARE,2.64,76826,4
VC-110980,A,05,CLAUDIA ANDERSON,"1786,49",N,10/29,850,US,EUR,N,12,"3215,62",SQUARE,4.58,24556,3
VC-110981,B,05,NICHOLAS ROTH,"547,65",N,07/26,231,ES,EUR,N,30,"2213,50",SQUARE,4.94,5279,4
VC-110982,B,04,RUTH SHAH,"3599,53",N,11/29,518,US,USD,Y,45,"194,88",PAYPAL,1.73,76970,4
VC-110983,A,04,CHRISTINA CHRISTENSEN,"494,17",N,12/28,608,US,USD,Y,17,"3500,24",PAYPAL,1.73,38414,4
VC-110984,A,02,ROGER BLACK,"1879,66",N,03/25,404,ES,USD,N,49,"3038,41",ADYEN,3.00,3979,3
VC-110985,A,03,ADAM OWENS,"2622,89",Y,07/26,720,BR,USD,Y,37,"1740,86",PAYPAL,0.79,60063,5
VC-110986,B,04,ROBERT FISHER,"3666,56",Y,05/28,159,PT,EUR,Y,41,"1483,39",STRIPE,4.63,1091,3
VC-110987,A,01,KIM FLORES MD,"1305,94",N,01/27,789,US,BRL,Y,20,"4825,37",STRIPE,0.64,70282,5
VC-110988,B,01,JOSE LOGAN,"67,95",N,07/28,507,PT,BRL,Y,6,"2613,68",SQUARE,4.40,9863,4
VC-110989,A,01,BRIAN SMITH,"608,14",Y,10/25,704,US,USD,Y,44,"3517,57",ADYEN,4.79,23700,2
VC-110990,B,03,DANIEL NORTON,"158,15",N,08/28,518,ES,EUR,N,12,"271,58",SQUARE,4.14,47321,1
VC-110991,B,05,RUSSELL SANCHEZ,"975,47",Y,02/28,738,US,EUR,N,3,"2920,85",ADYEN,1.57,39986,4
VC-110992,A,02,REBECCA GAMBLE,"2163,46",N,02/29,455,PT,USD,Y,1,"2747,96",PAYPAL,2.16,68442,5
VC-110993,B,04,JORDAN MILLER,"3433,02",N,06/25,711,US,EUR,Y,11,"2501,78",ADYEN,4.18,3375,3
VC-110994,B,05,ZACHARY CLARK,"3661,58",N,12/29,832,BR,USD,Y,11,"592,66",SQUARE,3.50,39736,3
VC-110995,B,03,OLIVIA THOMAS,"875,93",Y,11/29,195,ES,USD,Y,50,"1348,10",SQUARE,2.77,95299,4
VC-110996,B,02,SARAH SILVA,"619,79",N,07/29,999,US,BRL,Y,12,"3240,32",SQUARE,2.69,82553,4
VC-110997,B,01,DANIELLE STEWART,"485,39",Y,11/29,277,PT,USD,N,21,"4716,58",PAYPAL,4.69,67202,2
VC-110998,B,03,JOHN JUAREZ,"3498,67",N,06/28,677,BR,EUR,N,23,"3376,92",PAYPAL,3.94,78062,5
VC-110999,B,01,BROOKE MALONE,"3647,95",Y,04/27,111,US,EUR,Y,35,"1469,44",STRIPE,0.79,67729,4
VC-111000,A,02,JOSEPH HOOVER,"891,09",Y,11/28,103,BR,BRL,N,2,"3566,03",STRIPE,3.40,38457,2
VC-111001,B,03,DANIEL SANCHEZ,"375,42",N,05/29,781,BR,USD,Y,5,"245,87",STRIPE,2.65,8431,2
VC-111002,B,02,KAITLIN WHITE,"4037,56",Y,11/30,322,PT,BRL,Y,22,"372,22",SQUARE,0.78,94398,2
VC-111003,A,03,DARLENE DAVIS,"3379,43",Y,08/30,457,BR,BRL,N,26,"4508,47",ADYEN,4.37,36866,5
VC-111004,A,01,KRYSTAL WAGNER,"1790,92",Y,06/27,843,PT,USD,N,15,"2670,45",PAYPAL,2.90,6980,3
VC-111005,B,03,ANDRE SMITH,"3487,24",N,03/26,258,US,BRL,Y,31,"1579,47",PAYPAL,1.62,55579,5
VC-111006,A,05,JENNIFER BROWN,"4426,90",Y,04/26,811,BR,EUR,Y,8,"1388,13",ADYEN,4.32,86276,2
VC-111007,B,04,DR. WHITNEY THOMPSON,"3489,35",Y,12/30,223,PT,EUR,Y,50,"474,28",ADYEN,3.31,2135,1
VC-111008,A,01,WILLIAM HENRY,"3533,36",N,10/30,351,ES,BRL,Y,43,"4280,33",PAYPAL,4.18,81292,1
VC-111009,A,01,MICHAEL EVERETT,"4233,73",N,06/25,831,PT,USD,Y,43,"1615,75",PAYPAL,4.34,65234,2
VC-111010,B,02,KELLY WILSON MD,"503,21",Y,12/30,929,ES,USD,Y,40,"4165,64",PAYPAL,1.89,31156,1
VC-111011,A,04,MONICA MONTOYA,"3233,27",Y,07/29,860,PT,EUR,N,6,"2637,16",ADYEN,4.17,31140,2
VC-111012,A,01,JOHN RICHARD,"3517,11",Y,02/28,688,ES,BRL,N,50,"3047,58",ADYEN,3.05,58635,5
VC-111013,A,05,RYAN MARTINEZ,"4537,06",Y,07/30,830,PT,USD,Y,13,"2078,87",STRIPE,0.77,96724,3
VC-111014,A,01,JOHN MCDANIEL,"3182,87",N,01/25,339,ES,BRL,N,24,"701,34",ADYEN,2.75,80704,2
VC-111015,B,04,ALISON MOORE,"141,52",N,11/28,570,ES,BRL,Y,14,"169,18",SQUARE,3.85,51503,1
VC-111016,B,02,MINDY BROWN,"3663,99",Y,10/24,515,PT,BRL,N,33,"1043,42",STRIPE,1.73,10617,5
VC-111017,B,05,JOHN COLLINS,"4836,98",Y,05/28,409,US,BRL,N,35,"102,34",ADYEN,0.68,34992,2
VC-111018,A,05,CHRISTINA ACEVEDO,"890,13",Y,12/24,469,ES,USD,Y,43,"1491,67",PAYPAL,2.00,85443,4
VC-111019,A,03,VIRGINIA RODRIGUEZ,"2780,82",Y,10/26,854,US,BRL,Y,34,"3641,50",STRIPE,1.96,32928,4
VC-111020,B,04,KEVIN CROSS,"3283,06",N,03/25,613,BR,BRL,Y,24,"2633,44",ADYEN,4.09,67252,2
VC-111021,B,05,CATHERINE MAYS,"1667,73",Y,01/24,576,BR,EUR,N,23,"1340,77",PAYPAL,3.44,67003,5
VC-111022,A,04,WALTER WALKER,"2147,18",N,01/24,629,PT,EUR,Y,20,"2497,48",STRIPE,0.77,45251,5
VC-111023,A,05,JOEL RASMUSSEN,"718,74",Y,04/30,326,ES,BRL,N,46,"4589,61",PAYPAL,4.11,57981,3
VC-111024,A,04,TODD ANDERSON,"156,09",Y,07/25,459,ES,USD,Y,15,"3418,33",ADYEN,2.09,9116,4
VC-111025,A,04,JOSE HARRELL,"4104,64",N,01/24,519,BR,USD,N,46,"4402,61",SQUARE,1.28,71328,2
VC-111026,B,03,DIANE FLEMING,"448,56",Y,11/26,314,US,EUR,Y,1,"1546,04",PAYPAL,0.76,53283,3
VC-111027,B,02,PAUL KOCH,"1172,09",Y,08/28,381,US,EUR,N,41,"4508,18",PAYPAL,1.45,34300,4
VC-111028,A,03,RODNEY CRAIG,"3650,93",N,05/24,122,ES,USD,Y,9,"2703,04",ADYEN,1.09,27529,5
VC-111029,A,04,JESSICA DUNCAN,"27,81",N,08/27,895,PT,BRL,N,42,"3493,66",SQUARE,4.23,78603,4
VC-111030,A,02,LAURA MORALES,"1204,65",Y,04/27,243,PT,BRL,Y,49,"3853,40",ADYEN,1.16,17376,1
VC-111031,B,04,PAUL JACOBSON,"1715,40",Y,10/25,558,PT,EUR,N,43,"1463,89",ADYEN,3.55,72765,2
